VISIT_AREA_TYPE_CD,TRAVEL_STYL_3,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
11,3,2인 가족 여행,21,집의 기록 상점,4
11,3,2인 가족 여행,21,시종일관,4
10,3,2인 가족 여행,21,서귀 양품점,4
1,3,2인 가족 여행,21,외돌개,4
11,3,2인 가족 여행,21,중문 하은이네 뽈 살 김밥,4
24,3,2인 가족 여행,21,호텔 서귀피안,4
1,3,2인 가족 여행,21,소천지,4
11,3,2인 가족 여행,21,고집 돌우럭 함덕점,4
11,3,2인 가족 여행,21,제주시 새우리 제주점,5
11,3,2인 가족 여행,21,아베베 베이커리,4
10,3,2인 가족 여행,21,동문 올레 찐빵,5
10,3,2인 가족 여행,21,대아상회,4
9,3,2인 가족 여행,21,삼화주유소,3
2,3,2인 가족 여행,21,안돌오름,3
11,3,나홀로 여행,6,굄,5
24,3,나홀로 여행,6,제주 디아일랜드 블루 호텔,5
3,3,나홀로 여행,6,아르떼 뮤지엄 제주,5
3,3,나홀로 여행,6,포도 뮤지엄,5
11,3,나홀로 여행,6,표선 해녀의 집,5
4,3,나홀로 여행,6,블루 보틀 제주 카페,5
4,3,나홀로 여행,6,도도톳김밥 세화점,5
24,3,나홀로 여행,6,코트도르 호텔,5
4,3,나홀로 여행,6,런던 베이글 뮤지엄 제주점,4
2,3,나홀로 여행,6,해녀박물관,5
3,3,나홀로 여행,6,노형수퍼마켙,5
11,3,나홀로 여행,6,스테이 위드 커피,5
13,3,나홀로 여행,6,수목원 테마파크,5
7,3,나홀로 여행,6,이호 테우해수욕장,5
11,3,나홀로 여행,6,유재덕의 산양산삼 해물라면 제주도 본점,5
11,3,나홀로 여행,6,우주 제주 구옥,5
24,3,나홀로 여행,6,베스트웨스턴 제주호텔,5
11,3,나홀로 여행,6,스타벅스 제주 노형점,5
11,5,2인 여행(가족 외),22,장모 식탁,4
24,5,2인 여행(가족 외),22,아름다운 리조트,5
1,5,2인 여행(가족 외),22,함덕해수욕장,4
7,5,2인 여행(가족 외),22,다올 무인소품점,5
11,5,2인 여행(가족 외),22,전라도 식당,4
24,5,2인 여행(가족 외),22,제주 디아일랜드 블루 호텔,5
13,5,2인 여행(가족 외),22,서예원 본초 족욕 성산,4
11,5,2인 여행(가족 외),22,섭지코지 맛있는 밥상,5
5,5,2인 여행(가족 외),22,뷰 제주하늘,5
1,5,2인 여행(가족 외),22,성산일출 해양도립공원,5
4,5,2인 여행(가족 외),22,드르쿰다in성산,5
1,5,2인 여행(가족 외),22,섭지코지,5
13,5,2인 여행(가족 외),22,메이즈랜드,4
24,5,2인 여행(가족 외),22,제주 디아일랜드 블루 호텔,5
5,5,2인 여행(가족 외),22,세리월드 카트레이싱,5
1,5,2인 여행(가족 외),22,서귀포 유람선,5
3,5,2인 여행(가족 외),22,제주아트서커스,5
11,5,2인 여행(가족 외),22,중문 우두리 보말칼국수,5
4,5,2인 여행(가족 외),22,서울 앵무새 제주점,4
6,5,2인 여행(가족 외),22,액트몬 제주 중문점,3
4,5,2인 여행(가족 외),22,서귀포 매일 올레시장,4
1,5,2인 여행(가족 외),22,천지연폭포,5
11,5,2인 여행(가족 외),22,채훈이네 해장국,5
1,5,2인 여행(가족 외),22,협재해수욕장,5
9,5,2인 여행(가족 외),22,퍼스트 렌터카,4
24,1,3인 이상 여행(가족 외),5,울릉 크루즈,4
11,1,3인 이상 여행(가족 외),5,미당,3
24,1,3인 이상 여행(가족 외),5,추억 관광펜션,3
11,1,3인 이상 여행(가족 외),5,대풍식당,4
5,1,3인 이상 여행(가족 외),5,현포항,5
11,1,3인 이상 여행(가족 외),5,가보자 식당,4
24,1,3인 이상 여행(가족 외),5,추억 관광펜션,3
10,1,3인 이상 여행(가족 외),5,CU 울릉 현포점,4
24,1,3인 이상 여행(가족 외),5,추억 관광펜션,3
11,1,3인 이상 여행(가족 외),5,강릉수산,4
11,1,3인 이상 여행(가족 외),5,만광 식당,4
5,1,3인 이상 여행(가족 외),5,천부해 중전 망대,5
5,1,3인 이상 여행(가족 외),5,관음도,5
1,1,3인 이상 여행(가족 외),5,현포항,5
24,1,3인 이상 여행(가족 외),5,추억 관광펜션,4
11,1,3인 이상 여행(가족 외),5,울릉 커피 밴,5
9,1,3인 이상 여행(가족 외),5,사동항,4
11,1,3인 이상 여행(가족 외),5,어시장 소머리곰탕,3
11,1,3인 이상 여행(가족 외),5,시민제과,4
11,5,2인 여행(가족 외),8,스타벅스 제주 서해안로 DT점 주차장,5
12,5,2인 여행(가족 외),8,SK 렌터카 제주지점,5
24,5,2인 여행(가족 외),8,아이 올레인 포레스트,4
7,5,2인 여행(가족 외),8,용눈이오름,3
11,5,2인 여행(가족 외),8,삼무국수,5
7,5,2인 여행(가족 외),8,도두동 무지개 해안도로,4
4,2,자녀 동반 여행,11,제주동문시장,5
24,2,자녀 동반 여행,11,한화리조트 제주,5
1,2,자녀 동반 여행,11,함덕해수욕장,5
11,2,자녀 동반 여행,11,늘소담,5
1,2,자녀 동반 여행,11,용두암,5
24,2,자녀 동반 여행,11,한화리조트 제주,5
1,2,자녀 동반 여행,11,성산일출봉,5
9,2,자녀 동반 여행,11,성산포항 우도도항선 매표소,5
1,2,자녀 동반 여행,11,우도,5
11,2,자녀 동반 여행,11,매우릉쭈꾸미,5
3,2,자녀 동반 여행,11,아쿠아 플라넷 제주,5
24,2,자녀 동반 여행,11,소노벨 제주,5
7,2,자녀 동반 여행,11,한라산국립공원,5
13,2,자녀 동반 여행,11,신비의도로,5
24,2,자녀 동반 여행,11,소노벨 제주,5
11,1,3인 이상 여행(가족 외),1,우진해장국,4
7,1,3인 이상 여행(가족 외),1,우도,5
11,1,3인 이상 여행(가족 외),1,복자 씨 연탄구이,4
24,1,3인 이상 여행(가족 외),1,티라 호텔,4
1,1,3인 이상 여행(가족 외),1,도두동 무지개 해안도로,5
1,1,3인 이상 여행(가족 외),1,협재해수욕장,4
11,1,3인 이상 여행(가족 외),1,협재 해물라면 쪼꼴락상회,5
10,1,3인 이상 여행(가족 외),1,소소한담,5
1,1,3인 이상 여행(가족 외),1,도두봉 키세스존,4
10,1,나홀로 여행,9,LG전자 베스트숍 제주본점,5
8,1,나홀로 여행,9,산지천,5
8,1,나홀로 여행,9,산지 등대,5
8,1,나홀로 여행,9,산지천,5
11,1,나홀로 여행,9,맥도날드 탑동점,5
11,4,2인 가족 여행,11,마모루,2
1,4,2인 가족 여행,11,산지천,3
11,2,나홀로 여행,23,랑지다,4
4,2,나홀로 여행,23,애월농협 하나로마트,4
1,2,나홀로 여행,23,곽지해수욕장,4
4,2,나홀로 여행,23,애월농협 하나로마트,4
11,2,나홀로 여행,23,뿔난 돼지,5
1,2,나홀로 여행,23,궷물오름,4
11,2,나홀로 여행,23,홀츠 애월,4
10,1,2인 여행(가족 외),5,CU 제주 명도암점,3
10,1,2인 여행(가족 외),5,GS25 한화리조트 제주점,4
24,1,2인 여행(가족 외),5,한화리조트 제주,4
13,1,2인 여행(가족 외),5,스누피가든,4
1,1,2인 여행(가족 외),5,오조포구,3
11,1,2인 여행(가족 외),5,달부터,5
13,1,2인 여행(가족 외),5,캐럿 서프,5
12,1,2인 여행(가족 외),5,한동 주유소,3
11,1,2인 여행(가족 외),5,김녕오라이,5
24,1,2인 여행(가족 외),5,한화리조트 제주,4
11,1,2인 여행(가족 외),5,베메로,5
2,1,2인 여행(가족 외),5,오설록 티 뮤지엄,4
11,1,2인 여행(가족 외),5,웨스트그라운드,4
11,1,2인 여행(가족 외),5,애월리에,5
4,1,2인 여행(가족 외),5,애월 카페거리,4
4,1,2인 여행(가족 외),5,하이 제주,3
24,1,2인 여행(가족 외),5,신라스테이 제주,5
24,1,2인 여행(가족 외),5,신라스테이 제주,5
11,1,2인 여행(가족 외),5,라이터스 블록,5
4,1,2인 여행(가족 외),5,플레이 인 더 박스 제주,3
4,1,2인 여행(가족 외),5,디어 마이 블루,3
4,1,2인 여행(가족 외),5,쥬데마르카,3
4,1,2인 여행(가족 외),5,섬 31,3
4,1,2인 여행(가족 외),5,모퉁이 옷장,3
4,1,2인 여행(가족 외),5,더 아일랜더,3
11,1,2인 여행(가족 외),5,자키 커피,4
4,1,2인 여행(가족 외),5,제주동문시장,4
5,1,2인 여행(가족 외),5,크로스핏 꿀 찜,4
4,1,2인 여행(가족 외),5,수목원길 야시장,4
11,1,2인 여행(가족 외),5,맥도날드 제주 노형 DT 점,3
24,1,2인 여행(가족 외),5,신라스테이 제주,5
11,1,2인 여행(가족 외),5,그랜마스 노형점,4
12,1,2인 여행(가족 외),5,초남 공영주차장,3
12,4,자녀 동반 여행,2,빌리가,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
4,4,자녀 동반 여행,2,CU 제주 협재점,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
1,4,자녀 동반 여행,2,금능해수욕장,5
12,4,자녀 동반 여행,2,건강한 한림 연합내과 의원,4
12,4,자녀 동반 여행,2,달래 약국,5
1,4,자녀 동반 여행,2,금능해수욕장,5
11,4,자녀 동반 여행,2,더꽃돈 협재점,3
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
13,4,자녀 동반 여행,2,아리온 승마장,4
4,4,자녀 동반 여행,2,다이소 서귀포동 광점,5
11,4,자녀 동반 여행,2,대정고을 식당,3
13,4,자녀 동반 여행,2,제주항공 우주 박물관,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
1,4,자녀 동반 여행,2,협재해수욕장,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
6,4,자녀 동반 여행,2,신화 워터파크,5
11,4,자녀 동반 여행,2,협재 섬 바다,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
11,4,자녀 동반 여행,2,협재 섬 바다,5
6,4,자녀 동반 여행,2,뽀로로 앤 타요 테마파크 제주,5
11,4,자녀 동반 여행,2,중문 보말칼국수,3
10,4,자녀 동반 여행,2,CU 제주 중문점,5
1,4,자녀 동반 여행,2,협재해수욕장,5
24,4,자녀 동반 여행,2,별빛두방울 펜션,5
9,4,자녀 동반 여행,2,빌리가,5
24,4,3인 이상 여행(가족 외),6,메가리조트,3
9,4,3인 이상 여행(가족 외),6,유성시외버스정류소,5
9,4,3인 이상 여행(가족 외),6,레드캡 렌터카 제주지점,5
11,4,3인 이상 여행(가족 외),6,장수물 식당,5
1,4,3인 이상 여행(가족 외),6,새별 오름,5
1,4,3인 이상 여행(가족 외),6,신창 풍차 해안도로,3
24,4,3인 이상 여행(가족 외),6,뉴오션리조트,4
11,4,3인 이상 여행(가족 외),6,뚱보 아저씨,5
5,4,3인 이상 여행(가족 외),6,비체올린,5
3,4,3인 이상 여행(가족 외),6,오설록 티 뮤지엄,5
3,4,3인 이상 여행(가족 외),6,헬로키티 아일랜드,4
3,4,3인 이상 여행(가족 외),6,아르떼 뮤지엄 제주,5
11,4,3인 이상 여행(가족 외),6,랜디스 도넛 제주 애월점,5
24,4,3인 이상 여행(가족 외),6,제이투 호스텔,5
1,4,3인 이상 여행(가족 외),6,돌 염전,4
11,4,3인 이상 여행(가족 외),6,참 좋은 해물라면 애월점,5
13,4,3인 이상 여행(가족 외),6,양떼목장,2
3,4,3인 이상 여행(가족 외),6,사진 놀이터,5
1,4,3인 이상 여행(가족 외),6,이호 테우해수욕장,3
11,4,3인 이상 여행(가족 외),6,제주 흑돼지 노형 그때 그 집,4
12,4,3인 이상 여행(가족 외),6,청주성모병원,5
9,4,3인 이상 여행(가족 외),6,유성시외버스정류소,5
9,1,2인 여행(가족 외),21,좋아 렌터카,5
11,1,2인 여행(가족 외),21,어장관리,5
24,1,2인 여행(가족 외),21,더 비비스 제주,5
4,1,2인 여행(가족 외),21,서귀포 매일 올레시장,5
10,1,2인 여행(가족 외),21,농협 하나로마트 서귀포농협 천지지점,5
24,1,2인 여행(가족 외),21,더 비비스 제주,5
1,1,2인 여행(가족 외),21,논짓물해변,5
13,1,2인 여행(가족 외),21,중문색달해수욕장,5
11,1,2인 여행(가족 외),21,스타벅스 서귀포올레점,5
11,1,2인 여행(가족 외),21,메밀 치킨,5
11,1,2인 여행(가족 외),21,다정이네김밥 서귀포신시가지점 주차장,5
24,1,2인 여행(가족 외),21,더 비비스 제주,5
10,1,2인 여행(가족 외),21,다이소 서귀포 중문점,5
11,1,2인 여행(가족 외),21,호텔 더본 탐모라,5
1,1,2인 여행(가족 외),21,천제연폭포,5
11,1,2인 여행(가족 외),21,바다 바래,5
1,1,2인 여행(가족 외),21,사건도,4
11,1,2인 여행(가족 외),21,비어 수다,5
24,1,2인 여행(가족 외),21,더 비비스 제주,3
9,1,2인 여행(가족 외),21,좋아 렌터카,5
12,1,2인 여행(가족 외),5,제주원 렌터카 본점,4
24,1,2인 여행(가족 외),5,안녕 함덕,4
10,1,2인 여행(가족 외),5,소동 잡화,4
11,1,2인 여행(가족 외),5,상상 함덕점,5
10,1,2인 여행(가족 외),5,구들 책방,5
10,1,2인 여행(가족 외),5,시디,4
11,1,2인 여행(가족 외),5,달사막,5
11,1,2인 여행(가족 외),5,시보야,5
24,1,2인 여행(가족 외),5,안녕 함덕,5
11,1,2인 여행(가족 외),5,회춘,4
1,1,2인 여행(가족 외),5,함덕해수욕장,5
11,1,2인 여행(가족 외),5,카페구할구 제주,5
5,1,2인 여행(가족 외),5,함덕해수욕장,5
11,1,2인 여행(가족 외),5,깡촌흑돼지 함덕본점,5
4,1,2인 여행(가족 외),5,포토 랩 플러스 함덕점,5
24,1,2인 여행(가족 외),5,안녕 함덕,5
7,1,2인 여행(가족 외),5,연북정,5
11,1,2인 여행(가족 외),5,함덕 골목,5
10,1,2인 여행(가족 외),5,더피크닉,5
5,1,2인 여행(가족 외),5,김녕해수욕장,5
4,1,2인 여행(가족 외),5,김녕 용암해수사우나,5
2,1,2인 여행(가족 외),5,청굴물,5
11,1,2인 여행(가족 외),5,김녕오라이,5
5,1,2인 여행(가족 외),5,김녕해수욕장,5
24,1,2인 여행(가족 외),5,안녕 함덕,5
11,1,2인 여행(가족 외),5,용해로 해장국,5
12,1,2인 여행(가족 외),5,제주원 렌터카 본점,5
5,4,2인 여행(가족 외),6,이호 서프,3
11,4,2인 여행(가족 외),6,돈사돈 별관,2
11,4,2인 여행(가족 외),6,나지금제주,5
3,4,2인 여행(가족 외),6,더힐링타임,3
8,4,2인 여행(가족 외),6,수목원길 야시장,3
24,4,2인 여행(가족 외),6,제주 마실 게스트하우스,5
11,4,2인 여행(가족 외),6,제주도 고기국수 만세국수,3
11,4,2인 여행(가족 외),6,승쁨당,4
3,4,2인 여행(가족 외),6,제주아트서커스,4
11,4,2인 여행(가족 외),6,탐모라,5
11,4,2인 여행(가족 외),6,카페 소낭,4
13,4,2인 여행(가족 외),6,세리월드,4
1,4,2인 여행(가족 외),6,천지연폭포,4
1,4,2인 여행(가족 외),6,정방폭포,4
4,4,2인 여행(가족 외),6,서귀포 매일 올레시장,4
11,4,2인 여행(가족 외),6,하올람커피,4
12,4,2인 여행(가족 외),6,산방산 탄산온천,3
11,4,2인 여행(가족 외),6,외계인 방앗간 제주본점,4
24,4,2인 여행(가족 외),6,제주 마실 게스트하우스,5
11,4,2인 여행(가족 외),6,옆구리 터진 올레 김밥,4
1,4,2인 여행(가족 외),6,한라산,5
11,4,2인 여행(가족 외),6,옥림 사운즈,3
24,4,2인 여행(가족 외),6,제주 마실 게스트하우스,5
11,4,2인 여행(가족 외),6,밥이 맛있는 집,3
11,4,2인 여행(가족 외),6,블루에 베이글,4
1,4,2인 여행(가족 외),6,만장굴,4
1,4,2인 여행(가족 외),6,성산일출봉,4
11,4,2인 여행(가족 외),6,제주 호랑이 성산점,3
11,4,2인 여행(가족 외),6,바다 풍경,4
1,4,2인 여행(가족 외),6,섭지코지,3
11,4,2인 여행(가족 외),6,망고레이 섭지코지점,4
11,4,2인 여행(가족 외),6,웨이브,4
1,4,2인 여행(가족 외),6,도두동 무지개 해안도로,4
11,3,2인 가족 여행,6,고씨네 천지 국수,4
11,3,2인 가족 여행,6,카페 숨도,4
3,3,2인 가족 여행,6,숨도,2
4,3,2인 가족 여행,6,서귀포 매일 올레시장,4
11,3,2인 가족 여행,6,명가 솥뚜껑,4
11,3,2인 가족 여행,6,로로 417,4
24,3,2인 가족 여행,6,호텔 케니 서귀포,4
1,3,2인 가족 여행,6,정방폭포,4
11,3,2인 가족 여행,6,포가 쓰,4
11,3,2인 가족 여행,6,유동커피,5
11,4,2인 여행(가족 외),6,박스 밀,4
11,4,2인 여행(가족 외),6,바다 바래,3
1,4,2인 여행(가족 외),6,중문색달해수욕장,4
24,4,2인 여행(가족 외),6,호텔 케니 서귀포,4
11,4,2인 여행(가족 외),6,제주 약수터 본점,5
24,4,2인 여행(가족 외),6,호텔 케니 서귀포,4
11,4,2인 여행(가족 외),6,달리는커피 서귀포중앙점,4
3,4,2인 여행(가족 외),6,놀숲 서귀포중앙점,4
11,4,2인 여행(가족 외),6,유동커피,4
5,4,2인 여행(가족 외),6,창고 포켓볼,4
24,4,2인 여행(가족 외),22,호텔 아나타,3
4,4,2인 여행(가족 외),22,용기,3
4,4,2인 여행(가족 외),22,제주동문시장,4
24,4,2인 여행(가족 외),22,호텔 아나타,3
11,4,2인 여행(가족 외),22,풀베기,4
4,4,2인 여행(가족 외),22,위이,2
24,4,2인 여행(가족 외),22,제주신라호텔,4
11,4,2인 여행(가족 외),22,숙성도 중문점,3
24,4,2인 여행(가족 외),22,제주신라호텔,5
1,4,2인 여행(가족 외),22,중문색달해수욕장,3
1,2,3인 이상 여행(가족 외),1,함덕해수욕장,4
10,2,3인 이상 여행(가족 외),1,함덕리 486,4
11,2,3인 이상 여행(가족 외),1,광어다,5
24,2,3인 이상 여행(가족 외),1,히든 스테이,4
24,2,3인 이상 여행(가족 외),1,셰어하우스 바움,5
10,2,3인 이상 여행(가족 외),1,도두 슈퍼마켓,4
11,2,3인 이상 여행(가족 외),1,노도 고등어회,4
4,2,3인 이상 여행(가족 외),1,아베베 베이커리,5
11,2,3인 이상 여행(가족 외),1,달치즈,4
3,2,3인 이상 여행(가족 외),1,빛의 벙커,4
1,2,3인 이상 여행(가족 외),1,세화해변,4
24,2,3인 이상 여행(가족 외),1,메종 드 제주,4
11,2,3인 이상 여행(가족 외),1,전복 마시 문어 마시,4
1,2,3인 이상 여행(가족 외),1,광치기 해변,4
24,2,3인 이상 여행(가족 외),1,메종 드 제주,4
1,2,3인 이상 여행(가족 외),1,금오름,4
11,2,3인 이상 여행(가족 외),1,제주 흑돼지 작산 애월 해안도로 본점,4
11,2,3인 이상 여행(가족 외),1,비주비주,5
11,2,3인 이상 여행(가족 외),1,스타벅스 제주 협재점,4
1,2,3인 이상 여행(가족 외),1,협재해수욕장,4
11,2,3인 이상 여행(가족 외),1,금돈가,4
11,2,3인 이상 여행(가족 외),1,마틸다,4
24,1,2인 여행(가족 외),5,꽃신민박,5
4,1,2인 여행(가족 외),5,반디 파스타 저지 오름 직영점,5
7,1,2인 여행(가족 외),5,저지 오름,5
3,1,2인 여행(가족 외),5,유람 위드북스,5
10,1,2인 여행(가족 외),5,세븐일레븐 제주 수동마을점,4
24,1,2인 여행(가족 외),5,꽃신민박,4
5,1,2인 여행(가족 외),5,판포 포구,5
11,1,2인 여행(가족 외),5,퐁당 라면,4
11,1,2인 여행(가족 외),5,오지힐 제주점,4
24,1,2인 여행(가족 외),5,오션트리,5
4,1,2인 여행(가족 외),5,이마트 서귀포점,5
24,1,2인 여행(가족 외),5,오션트리,4
10,1,2인 여행(가족 외),5,빈티지 어게인,4
4,1,2인 여행(가족 외),5,스틸 네거티브 클럽 필름랩,4
10,1,2인 여행(가족 외),5,CU 서귀동 홍 교차로 점,4
10,1,2인 여행(가족 외),5,다이소 서귀포점,4
4,1,2인 여행(가족 외),5,서귀포 매일 올레시장,4
10,1,2인 여행(가족 외),5,테디 제주 바이 올레,5
24,1,2인 여행(가족 외),5,오션트리,4
7,1,2인 여행(가족 외),5,올레길 7코스(서귀포-월평 올레),4
11,1,2인 여행(가족 외),5,영육 일삼,4
10,1,2인 여행(가족 외),5,소랑 아시,4
10,1,2인 여행(가족 외),5,선물가게 바나나,4
4,1,2인 여행(가족 외),5,스타벅스 제주 일도 DT 점,5
24,1,2인 여행(가족 외),5,오션트리,4
4,1,2인 여행(가족 외),5,제라헌 오메기떡,4
11,1,2인 여행(가족 외),5,더벤티 중동 현대점,4
24,2,나홀로 여행,25,고투 베드리조트,1
11,2,나홀로 여행,25,바다 풍경,4
1,2,나홀로 여행,25,성산일출봉,5
24,2,나홀로 여행,25,고투 베드리조트,5
11,2,나홀로 여행,25,솥밥과 추어탕,5
3,2,나홀로 여행,25,제주신화 월드 메리어트관,5
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,4
4,3,나홀로 여행,5,제주동문시장,4
13,3,나홀로 여행,5,함덕해수욕장,5
1,3,나홀로 여행,5,만장굴,5
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,5
4,3,나홀로 여행,5,제주동문수산시장,4
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,5
4,3,나홀로 여행,5,서부두 수산시장,4
2,3,나홀로 여행,5,제주목 관아,5
11,3,나홀로 여행,5,복희 해장국,4
11,3,나홀로 여행,5,카페 성지 관덕정점,1
11,3,나홀로 여행,5,송림 반점,3
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,4
13,3,나홀로 여행,5,함덕해수욕장,4
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,4
3,3,나홀로 여행,5,예술공간 이아,4
4,3,나홀로 여행,5,제주동문공설시장,4
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,4
4,3,나홀로 여행,5,서부두 수산시장,4
24,3,나홀로 여행,5,스타즈호텔 제주로 로베로,4
11,4,2인 여행(가족 외),5,어영담,5
1,4,2인 여행(가족 외),5,곽지해수욕장,5
4,4,2인 여행(가족 외),5,제주동문시장,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
11,4,2인 여행(가족 외),5,런던 베이글 뮤지엄 제주점,5
11,4,2인 여행(가족 외),5,망고레이 함덕 본사 직영점,5
11,4,2인 여행(가족 외),5,곰만 식당,5
1,4,2인 여행(가족 외),5,김녕해수욕장,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
11,4,2인 여행(가족 외),5,먼 수동 흑돼지,5
7,4,2인 여행(가족 외),5,세화해변,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
4,4,2인 여행(가족 외),5,세화 민속 오일시장,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
11,4,2인 여행(가족 외),5,평대 스낵,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
1,4,2인 여행(가족 외),5,세화해변,5
24,4,2인 여행(가족 외),5,다복다복 펜션,5
11,4,2인 여행(가족 외),5,달치즈,5
11,1,2인 여행(가족 외),5,우진해장국,3
10,1,2인 여행(가족 외),5,바이 제주,4
1,1,2인 여행(가족 외),5,이호 테우해수욕장,4
5,1,2인 여행(가족 외),5,제주 레포츠 랜드,4
11,1,2인 여행(가족 외),5,몰돗,4
3,1,2인 여행(가족 외),5,스카이 워터쇼,2
1,1,2인 여행(가족 외),5,황이지 해안,3
4,1,2인 여행(가족 외),5,서귀포 매일 올레시장,4
24,1,2인 여행(가족 외),5,피노 호텔,4
2,1,2인 여행(가족 외),5,제주민속촌,4
24,1,2인 여행(가족 외),5,피노 호텔,4
11,1,2인 여행(가족 외),5,중문 우두리 보말칼국수,4
5,1,2인 여행(가족 외),5,위랜드 카트장,4
1,1,2인 여행(가족 외),5,이호 테우해수욕장,4
5,1,2인 여행(가족 외),5,포시즌 해양레저,5
11,1,2인 여행(가족 외),5,자매 국수,4
10,1,2인 여행(가족 외),5,도두 슈퍼마켓,4
4,1,2인 여행(가족 외),5,제주동문시장,4
1,1,2인 여행(가족 외),5,도두봉,4
24,1,2인 여행(가족 외),5,팜파스 호텔 제주,4
11,1,2인 여행(가족 외),5,동백 부엌,2
21,1,2인 여행(가족 외),5,철산한신아파트,5
11,3,2인 여행(가족 외),21,해녀촌,4
4,3,2인 여행(가족 외),21,공백,4
1,3,2인 여행(가족 외),21,비자림,4
24,3,2인 여행(가족 외),21,빌라나 이제 주,5
11,3,2인 여행(가족 외),21,카페가 르네,5
6,3,2인 여행(가족 외),21,제주 레일바이크,5
11,3,2인 여행(가족 외),21,해월정,4
1,3,2인 여행(가족 외),21,성산일출봉,4
11,3,2인 여행(가족 외),21,카페 아오오,4
4,3,2인 여행(가족 외),21,서귀포 매일 올레시장,4
24,3,2인 여행(가족 외),21,빌라나 이제 주,5
11,3,2인 여행(가족 외),21,모모언니 바다간식,3
11,3,2인 여행(가족 외),21,에브리싱글데이,4
1,3,2인 여행(가족 외),21,안덕계곡,4
1,3,2인 여행(가족 외),21,송악산 둘레길,4
11,3,2인 여행(가족 외),21,돈어길,4
3,3,2인 여행(가족 외),21,저지예술인 마을,4
11,3,2인 여행(가족 외),21,애월리 순메밀막국수,4
11,3,2인 여행(가족 외),21,랜디스 도넛 제주 애월점,4
1,3,2인 여행(가족 외),21,한림공원,4
10,3,2인 여행(가족 외),21,제주발 솔트,5
1,3,2인 여행(가족 외),21,용담해안도로 용두암 입구,5
4,1,3인 이상 여행(가족 외),2,낭쿰낭쿰 산방산점,5
3,1,3인 이상 여행(가족 외),2,원더 아일랜드,5
11,1,3인 이상 여행(가족 외),2,벼레별씨,5
10,1,3인 이상 여행(가족 외),2,제주 안덕농협 하나로마트 로컬푸드 직매장 제주 1호점,5
10,1,3인 이상 여행(가족 외),2,더잇24 제주 화순점,3
4,1,3인 이상 여행(가족 외),2,카페 사분의 이,5
1,1,3인 이상 여행(가족 외),2,신창 풍차 해안,5
9,6,2인 여행(가족 외),1,아리랑 렌터카,5
1,6,2인 여행(가족 외),1,도두동 무지개 해안도로,4
10,6,2인 여행(가족 외),1,랜디스 도넛 제주 애월점,5
11,6,2인 여행(가족 외),1,단소,5
5,6,2인 여행(가족 외),1,제주 카약 올레,5
10,6,2인 여행(가족 외),1,한담 몰,3
11,6,2인 여행(가족 외),1,투썸플레이스 제주 애월 한담점,5
24,6,2인 여행(가족 외),1,호텔 하루 시다,5
11,6,2인 여행(가족 외),1,깔루아,3
1,6,2인 여행(가족 외),1,사계항,5
24,6,2인 여행(가족 외),1,호텔 하루 시다,5
1,6,2인 여행(가족 외),1,용머리해안,2
1,6,2인 여행(가족 외),1,협재해수욕장,5
3,6,2인 여행(가족 외),1,아르떼 뮤지엄 제주,5
11,6,2인 여행(가족 외),1,오병장 삼양점,5
1,6,2인 여행(가족 외),1,함덕해수욕장,5
24,6,2인 여행(가족 외),1,호텔 난타,5
11,6,2인 여행(가족 외),1,센이,3
11,6,2인 여행(가족 외),1,제주 김만복 동문시장점,3
1,6,2인 여행(가족 외),1,애월 해안도로,5
12,6,2인 여행(가족 외),1,노티스 제주,2
10,6,2인 여행(가족 외),1,애월당,5
9,6,2인 여행(가족 외),1,아리랑 렌터카,5
11,3,2인 여행(가족 외),1,도도리고기국수,4
24,3,2인 여행(가족 외),1,위드시티 호텔,2
11,3,2인 여행(가족 외),1,돔베돈,5
24,3,2인 여행(가족 외),1,위드시티 호텔,1
6,3,2인 여행(가족 외),1,헬로키티 아일랜드,5
2,3,2인 여행(가족 외),1,오설록 티 뮤지엄,5
11,3,2인 여행(가족 외),1,산방산 해물라면 오빠네,5
5,3,2인 여행(가족 외),1,제주 실탄사격장,5
2,3,2인 여행(가족 외),1,박물관은 살아있다 제주 중문점,5
1,3,2인 여행(가족 외),1,금능해수욕장,5
1,3,2인 여행(가족 외),1,협재해수욕장,5
11,3,2인 여행(가족 외),1,로맨틱 새우,4
